output_x,output_y,output_z,time
-2.57,-1.11,0.35,22597
-2.64,-1.18,0.28,22626
-2.57,-1.11,0.35,22653
-2.57,-0.97,0.28,22681
-2.64,-1.18,0.35,22710
-2.57,-1.11,0.28,22737
-2.64,-1.04,0.35,22766
-2.57,-1.11,0.28,22794
-2.64,-1.11,0.42,22821
-2.64,-1.04,0.35,22850
-2.57,-1.04,0.35,22878
-2.64,-1.11,0.28,22906
-2.5,-0.97,0.28,22934
-2.57,-1.11,0.28,22963
-2.57,-1.11,0.35,22990
-2.5,-1.11,0.35,23018
-2.64,-1.11,0.28,23047
-2.57,-1.11,0.28,23074
-2.64,-1.11,0.42,23103
-2.64,-1.11,0.28,23131
-2.64,-1.11,0.35,23159
-2.5,-1.18,0.28,23187
-2.57,-1.11,0.28,23215
-2.64,-1.11,0.35,23243
-2.57,-1.04,0.35,23271
-2.57,-1.04,0.35,23300
-2.57,-1.04,0.35,23327
-2.64,-1.11,0.35,23356
-2.64,-1.11,0.35,23384
-2.64,-1.04,0.21,23411
-2.57,-1.04,0.35,23440
-2.57,-1.11,0.35,23468
-2.64,-1.04,0.21,23496
-2.71,-1.04,0.35,23524
-2.57,-1.11,0.35,23552
-2.57,-1.11,0.28,23580
-2.64,-1.04,0.28,23608
-2.64,-1.04,0.35,23636
-2.57,-1.04,0.35,23664
-2.57,-1.11,0.35,23693
-2.57,-1.04,0.35,23720
-2.5,-1.11,0.35,23748
-2.57,-1.11,0.35,23777
-2.64,-0.97,0.28,23804
-2.5,-1.04,0.28,23833
-2.64,-1.11,0.35,23861
-2.64,-1.04,0.35,23889
-2.57,-1.11,0.35,23917
-2.64,-1.04,0.35,23945
-2.57,-1.11,0.35,23973
-2.57,-1.04,0.35,24001
-2.5,-1.11,0.28,24030
-2.64,-1.11,0.35,24057
-2.64,-1.11,0.28,24085
-2.57,-1.11,0.42,24114
-2.57,-1.11,0.28,24141
-2.64,-1.11,0.42,24170
-2.57,-1.04,0.28,24198
-2.57,-1.11,0.28,24226
-2.57,-1.11,0.28,24254
-2.71,-1.18,0.35,24282
-2.57,-1.11,0.28,24310
-2.71,-1.04,0.35,24338
-2.64,-1.04,0.35,24367
-2.64,-1.11,0.35,24394
-2.57,-1.18,0.35,24423
-2.57,-1.04,0.28,24451
-2.57,-1.04,0.35,24478
-2.57,-1.04,0.28,24507
-2.57,-1.18,0.28,24535
-2.64,-1.18,0.28,24563
-2.57,-1.11,0.21,24591
-2.57,-1.11,0.35,24619
-2.5,-1.04,0.42,24647
-2.64,-1.18,0.35,24675
-2.57,-1.04,0.28,24704
-2.57,-1.18,0.35,24731
-2.57,-0.97,0.35,24760
-2.57,-1.18,0.35,24787
-2.57,-1.11,0.35,24815
-2.64,-1.11,0.35,24844
-2.57,-1.11,0.35,24871
-2.57,-1.11,0.28,24900
-2.71,-1.04,0.28,24928
-2.64,-1.18,0.35,24956
-2.5,-1.11,0.42,24984
-2.64,-1.04,0.42,25012
-2.64,-1.04,0.28,25040
-2.57,-1.11,0.35,25068
-2.57,-1.11,0.42,25097
-2.57,-1.11,0.35,25124
-2.57,-1.11,0.42,25153
-2.64,-1.18,0.35,25181
-2.64,-1.11,0.42,25208
-2.64,-1.11,0.28,25237
-2.57,-1.04,0.35,25265
-2.57,-1.11,0.28,25293
-2.64,-1.11,0.35,25321
-2.57,-1.11,0.28,25349
-2.64,-1.04,0.35,25377
-2.64,-1.04,0.35,25405
-2.57,-1.04,0.35,25434
-2.64,-0.97,0.35,25461
-2.64,-1.11,0.35,25490
-2.57,-1.11,0.35,25518
-2.64,-1.04,0.21,25545
-2.57,-1.11,0.28,25574
-2.57,-1.04,0.35,25602
-2.5,-1.04,0.28,25630
-2.64,-1.18,0.28,25658
-2.57,-1.04,0.21,25687
-2.64,-1.04,0.42,25714
-2.71,-1.04,0.21,25742
-2.57,-1.04,0.28,25771
-2.5,-1.04,0.21,25798
-2.64,-1.04,0.35,25827
-2.64,-1.04,0.35,25854
-2.5,-1.04,0.35,25882
-2.57,-1.04,0.42,25911
-2.64,-1.04,0.35,25938
-2.64,-1.11,0.28,25967
-2.57,-1.11,0.42,25995
-2.5,-1.04,0.28,26023
-2.64,-1.04,0.35,26051
-2.57,-1.11,0.35,26079
-2.57,-1.04,0.35,26107
-2.57,-1.04,0.21,26135
-2.57,-1.04,0.35,26164
-2.64,-1.04,0.35,26191
-2.57,-1.11,0.28,26220
-2.64,-1.04,0.35,26248
-2.64,-1.18,0.28,26275
-2.57,-1.11,0.28,26304
-2.57,-1.18,0.28,26332
-2.64,-1.11,0.35,26360
-2.5,-1.04,0.28,26388
-2.5,-1.11,0.35,26416
-2.64,-1.11,0.28,26444
-2.43,-1.11,0.28,26472
-2.57,-1.11,0.21,26501
-2.5,-1.11,0.28,26528
-2.64,-1.11,0.35,26557
-2.57,-1.11,0.28,26585
-2.64,-1.11,0.35,26612
-2.57,-1.04,0.35,26641
-2.57,-1.04,0.35,26669
-2.64,-1.11,0.35,26697
-2.64,-1.11,0.35,26725
-2.64,-1.04,0.42,26754
-2.64,-1.18,0.28,26781
-2.5,-1.18,0.35,26809
-2.57,-1.11,0.35,26838
-2.64,-1.04,0.35,26865
-2.57,-0.97,0.28,26894
-2.57,-1.04,0.28,26921
-2.57,-1.11,0.28,26950
-2.64,-1.11,0.35,26978
-2.57,-1.04,0.28,27005
-2.64,-1.11,0.35,27034
-2.57,-1.11,0.28,27062
-2.5,-1.04,0.35,27090
-2.64,-1.11,0.28,27118
-2.57,-1.18,0.28,27146
-2.64,-1.18,0.35,27174
-2.57,-1.18,0.21,27202
-2.57,-1.11,0.28,27231
-2.64,-1.11,0.35,27258
-2.64,-1.11,0.35,27287
-2.64,-1.11,0.35,27315
-2.57,-1.11,0.28,27342
-2.57,-1.04,0.28,27371
-2.57,-1.04,0.35,27399
-2.57,-1.11,0.35,27427
-2.64,-0.97,0.35,27455
-2.5,-1.04,0.28,27484
-2.71,-1.11,0.35,27511
-2.57,-1.18,0.28,27539
-2.57,-1.18,0.28,27568
-2.64,-1.04,0.35,27595
-2.64,-1.11,0.35,27624
-2.57,-1.11,0.21,27652
-2.64,-1.11,0.28,27679
-2.57,-1.11,0.28,27708
-2.57,-1.04,0.35,27736
-2.71,-1.11,0.35,27764
-2.57,-1.11,0.28,27792
-2.57,-1.11,0.28,27821
-2.5,-1.11,0.28,27848
-2.5,-1.11,0.35,27876
-2.57,-1.04,0.35,27905
-2.5,-1.04,0.28,27932
-2.71,-1.11,0.21,27961
-2.57,-1.11,0.35,27988
-2.57,-1.04,0.21,28017
-2.64,-1.04,0.35,28045
-2.57,-1.11,0.28,28072
-2.57,-1.11,0.35,28101
-2.64,-1.04,0.35,28129
-2.57,-1.11,0.28,28157
-2.5,-1.11,0.35,28185
-2.57,-1.04,0.35,28213
-2.5,-1.11,0.28,28241
-2.64,-1.04,0.28,28269
-2.57,-1.18,0.28,28298
-2.71,-1.11,0.35,28325
-2.5,-1.11,0.35,28354
-2.57,-1.18,0.21,28382
-2.57,-1.04,0.42,28409
-2.64,-1.18,0.35,28438
-2.57,-1.04,0.35,28466
-2.57,-1.11,0.28,28494
-2.57,-1.04,0.28,28522
-2.57,-1.11,0.35,28551
-2.64,-1.11,0.42,28578
-2.57,-1.11,0.28,28606
-2.57,-1.04,0.42,28635
-2.5,-1.11,0.35,28662
-2.64,-1.11,0.35,28691
-2.64,-1.04,0.35,28719
-2.57,-1.11,0.28,28747
-2.57,-1.11,0.35,28775
-2.57,-1.11,0.28,28803
-2.57,-1.11,0.28,28831
-2.57,-1.18,0.28,28859
-2.57,-1.18,0.28,28888
-2.5,-1.04,0.28,28915
-2.43,-0.97,0.35,28943
-2.57,-1.11,0.28,28972
-2.64,-1.11,0.28,28999
-2.5,-1.18,0.28,29028
-2.57,-1.11,0.35,29056
-2.64,-1.04,0.28,29084
-2.57,-1.18,0.35,29112
-2.57,-1.18,0.28,29139
-2.64,-1.04,0.21,29168
-2.64,-1.18,0.28,29196
-2.57,-1.11,0.21,29224
-2.57,-1.04,0.35,29252
-2.64,-1.04,0.28,29281
-2.57,-1.11,0.35,29308
-2.64,-1.11,0.35,29336
-2.64,-1.04,0.35,29365
-2.57,-1.11,0.28,29392
-2.64,-1.11,0.35,29421
-2.64,-1.11,0.28,29449
-2.57,-1.11,0.28,29476
-2.64,-1.11,0.28,29505
-2.57,-1.11,0.35,29533
-2.57,-1.18,0.35,29561
-2.57,-1.18,0.35,29589
-2.57,-1.04,0.28,29618
-2.57,-1.04,0.35,29645
-2.57,-1.04,0.35,29673
-2.57,-1.04,0.35,29702
-2.57,-1.04,0.28,29729
-2.57,-1.11,0.35,29758
-2.57,-1.11,0.35,29786
-2.57,-1.04,0.28,29814
-2.57,-1.11,0.28,29842
-2.57,-1.11,0.28,29870
-2.57,-1.04,0.28,29898
-2.57,-1.04,0.35,29926
-2.64,-1.11,0.35,29955
-2.57,-1.04,0.28,29982
-2.64,-1.18,0.35,30011
-2.57,-1.11,0.28,30039
-2.64,-1.18,0.28,30066
-2.71,-1.11,0.35,30095
-2.64,-1.11,0.42,30123
-2.57,-1.11,0.35,30151
-2.71,-1.11,0.28,30179
-2.64,-1.18,0.35,30206
-2.57,-1.11,0.35,30235
-2.64,-1.11,0.28,30263
-2.57,-1.11,0.28,30291
-2.64,-1.18,0.28,30319
-2.57,-1.04,0.28,30348
-2.64,-1.18,0.28,30375
-2.57,-0.97,0.28,30403
-2.57,-1.04,0.35,30432
-2.57,-1.11,0.28,30459
-2.57,-1.11,0.35,30488
-2.64,-1.11,0.35,30516
-2.64,-1.11,0.35,30544
-2.57,-1.11,0.35,30572
-2.64,-1.04,0.28,30600
-2.64,-1.04,0.35,30628
-2.57,-1.11,0.35,30656
-2.57,-1.04,0.28,30685
-2.57,-1.11,0.21,30712
-2.57,-1.11,0.35,30740
-2.57,-1.11,0.35,30769
-2.57,-1.04,0.35,30796
-2.57,-1.11,0.28,30825
-2.57,-1.18,0.35,30853
-2.57,-1.11,0.28,30881
-2.57,-1.11,0.28,30909
-2.5,-1.11,0.35,30937
-2.64,-1.11,0.35,30965
-2.64,-1.11,0.28,30993
-2.57,-1.11,0.28,31022
-2.5,-1.04,0.28,31049
-2.57,-1.18,0.35,31078
-2.64,-1.04,0.28,31106
-2.57,-1.18,0.35,31133
-2.57,-1.11,0.28,31162
-2.57,-1.11,0.28,31190
-2.57,-1.04,0.28,31218
-2.5,-1.11,0.35,31246
-2.64,-1.11,0.28,31273
-2.71,-1.11,0.28,31302
-2.57,-1.11,0.28,31330
-2.64,-1.11,0.35,31358
-2.57,-1.04,0.35,31386
-2.57,-1.04,0.28,31415
-2.64,-1.18,0.28,31442
-2.64,-1.11,0.35,31470
-2.64,-1.11,0.28,31499
-2.57,-1.11,0.35,31526
-2.57,-1.11,0.35,31555
-2.57,-1.04,0.42,31583
-2.64,-1.11,0.28,31611
-2.64,-1.11,0.28,31639
-2.64,-1.04,0.35,31667
-2.57,-1.11,0.35,31695
-2.5,-1.18,0.35,31723
-2.57,-1.11,0.35,31752
-2.5,-1.11,0.35,31779
-2.57,-1.11,0.42,31808
-2.57,-1.11,0.21,31836
-2.57,-1.11,0.28,31863
-2.5,-1.11,0.35,31892
-2.57,-1.18,0.28,31920
-2.5,-1.11,0.42,31948
-2.57,-1.04,0.35,31976
-2.57,-1.04,0.42,32004
-2.64,-1.04,0.35,32032
-2.57,-1.11,0.35,32060
-2.64,-1.04,0.35,32089
-2.5,-1.11,0.28,32116
-2.57,-1.11,0.35,32145
-2.64,-1.04,0.35,32173
-2.64,-1.04,0.35,32200
-2.57,-1.04,0.28,32229
-2.57,-1.04,0.35,32257
-2.57,-1.11,0.28,32285
-2.5,-1.04,0.28,32313
-2.57,-1.04,0.35,32342
-2.57,-1.18,0.35,32369
-2.57,-1.18,0.28,32397
-2.64,-1.11,0.28,32425
-2.5,-1.11,0.28,32453
-2.57,-1.11,0.28,32482
-2.5,-1.11,0.28,32509
-2.64,-1.18,0.21,32537
-2.57,-1.04,0.35,32566
-2.5,-1.11,0.42,32593
-2.57,-1.11,0.21,32622
-2.5,-1.11,0.35,32650
-2.57,-1.18,0.35,32678
-2.57,-1.11,0.28,32706
-2.57,-1.11,0.35,32734
-2.64,-1.04,0.21,32762
-2.57,-1.11,0.35,32790
-2.64,-1.04,0.28,32819
-2.57,-1.11,0.42,32846
-2.57,-1.04,0.28,32875
-2.64,-1.11,0.35,32903
-2.5,-1.18,0.28,32930
-2.57,-1.04,0.42,32959
-2.64,-1.11,0.28,32987
-2.64,-1.18,0.42,33015
-2.57,-1.04,0.42,33043
-2.64,-1.18,0.35,33071
-2.57,-1.04,0.28,33099
-2.5,-0.97,0.28,33127
-2.57,-1.11,0.35,33156
-2.5,-1.04,0.28,33183
-2.57,-1.11,0.35,33212
-2.57,-1.11,0.35,33240
-2.57,-1.04,0.35,33267
-2.64,-1.11,0.35,33296
-2.57,-1.11,0.21,33324
-2.57,-1.11,0.28,33352
-2.5,-1.04,0.35,33380
-2.64,-1.04,0.42,33409
-2.64,-1.11,0.35,33436
-2.64,-1.04,0.28,33464
-2.57,-1.04,0.28,33492
-2.57,-1.18,0.28,33520
-2.64,-1.11,0.35,33549
-2.57,-1.04,0.21,33576
-2.64,-1.04,0.35,33605
-2.64,-1.04,0.35,33633
-2.71,-1.04,0.28,33660
-2.64,-1.18,0.28,33689
-2.57,-1.04,0.35,33717
-2.57,-1.04,0.42,33745
-2.57,-1.04,0.35,33773
-2.64,-1.11,0.35,33801
-2.57,-1.11,0.35,33829
-2.57,-1.11,0.35,33857
-2.5,-1.18,0.28,33886
-2.57,-1.04,0.28,33913
-2.43,-1.18,0.28,33942
-2.57,-1.04,0.35,33970
-2.57,-1.11,0.28,33997
-2.57,-1.11,0.35,34026
-2.57,-1.18,0.35,34054
-2.5,-1.04,0.35,34082
-2.5,-1.11,0.28,34110
-2.5,-1.11,0.28,34139
-2.57,-1.04,0.35,34166
-2.57,-1.11,0.21,34194
-2.57,-1.18,0.28,34223
-2.57,-1.11,0.35,34250
-2.64,-1.11,0.28,34279
-2.64,-1.04,0.28,34307
-2.5,-1.11,0.35,34334
-2.57,-1.11,0.35,34363
-2.57,-1.11,0.35,34391
-2.57,-1.11,0.21,34419
-2.57,-1.04,0.28,34447
-2.64,-1.11,0.35,34476
-2.57,-1.11,0.35,34503
-2.57,-1.04,0.35,34531
-2.57,-1.11,0.35,34560
-2.64,-1.04,0.35,34587
-2.5,-1.04,0.35,34616
-2.5,-1.11,0.28,34643
-2.57,-1.11,0.28,34672
-2.64,-1.04,0.28,34700
-2.5,-1.04,0.35,34727
-2.5,-1.04,0.35,34756
-2.64,-1.11,0.28,34784
-2.57,-1.11,0.21,34812
-2.57,-1.04,0.28,34840
-2.57,-1.04,0.28,34868
-2.57,-1.11,0.28,34896
-2.57,-1.11,0.35,34924
-2.57,-1.11,0.35,34953
-2.57,-1.11,0.28,34980
-2.64,-1.11,0.35,35009
-2.64,-1.18,0.35,35037
-2.57,-1.04,0.35,35064
-2.57,-1.11,0.35,35093
-2.57,-1.11,0.35,35121
-2.57,-1.04,0.35,35149
-2.5,-1.11,0.28,35177
-2.57,-1.11,0.28,35206
-2.64,-1.11,0.28,35233
-2.57,-1.11,0.21,35261
-2.5,-1.11,0.28,35290
-2.57,-1.11,0.35,35317
-2.57,-1.11,0.28,35346
-2.57,-1.11,0.35,35374
-2.5,-1.11,0.35,35401
-2.64,-1.11,0.35,35430
-2.64,-1.25,0.21,35458
-2.64,-1.04,0.28,35486
-2.57,-1.11,0.35,35514
-2.57,-1.04,0.35,35543
-2.64,-1.11,0.28,35570
-2.64,-1.04,0.28,35598
-2.64,-1.11,0.35,35627
-2.5,-0.97,0.35,35654
-2.57,-1.11,0.35,35683
-2.64,-1.04,0.35,35710
-2.57,-1.11,0.35,35739
-2.57,-1.11,0.35,35767
-2.5,-0.97,0.35,35794
-2.57,-1.04,0.35,35823
-2.64,-1.04,0.35,35851
-2.64,-1.18,0.28,35879
-2.64,-1.04,0.35,35907
-2.64,-1.18,0.35,35936
-2.57,-1.11,0.35,35963
-2.57,-1.04,0.35,35991
-2.57,-1.04,0.35,36020
-2.64,-1.11,0.35,36047
-2.57,-1.11,0.35,36076
-2.64,-1.11,0.35,36104
-2.64,-1.11,0.28,36131
-2.64,-1.11,0.28,36160
-2.57,-1.11,0.28,36188
-2.64,-1.04,0.35,36216
-2.64,-1.11,0.28,36244
-2.57,-1.04,0.35,36273
-2.64,-1.04,0.35,36300
-2.57,-1.11,0.28,36328
-2.64,-1.04,0.28,36357
-2.57,-0.97,0.35,36384
-2.64,-1.04,0.35,36413
-2.57,-1.11,0.28,36441
-2.64,-1.11,0.21,36469
-2.57,-1.04,0.35,36497
-2.64,-1.11,0.35,36525
-2.57,-1.18,0.35,36553
-2.57,-1.04,0.28,36581
-2.64,-1.04,0.28,36610
-2.71,-1.04,0.28,36637
-2.57,-1.18,0.35,36665
-2.64,-1.18,0.28,36694
-2.57,-1.04,0.28,36721
-2.71,-1.11,0.21,36750
-2.64,-1.11,0.21,36777
-2.64,-1.11,0.35,36806
-2.57,-1.11,0.28,36834
-2.57,-1.11,0.28,36861
-2.57,-1.04,0.35,36890
-2.64,-1.04,0.35,36918
-2.5,-1.11,0.35,36946
-2.64,-1.11,0.28,36974
-2.57,-1.11,0.28,37003
-2.57,-1.04,0.35,37030
-2.57,-1.11,0.35,37058
-2.57,-1.04,0.35,37087
-2.64,-1.18,0.28,37114
-2.57,-1.04,0.28,37143
-2.57,-1.04,0.35,37171
-2.71,-1.11,0.35,37198
-2.57,-1.11,0.35,37227
-2.57,-1.18,0.28,37255
-2.57,-0.97,0.28,37283
-2.64,-1.11,0.35,37311
-2.57,-1.11,0.35,37340
-2.5,-1.11,0.42,37367
-2.5,-1.11,0.35,37395
-2.57,-1.11,0.28,37424
-2.57,-1.11,0.28,37451
-2.5,-1.04,0.35,37480
-2.57,-1.11,0.28,37508
-2.64,-1.04,0.28,37536
-2.64,-1.04,0.35,37564
-2.57,-1.11,0.35,37592
-2.57,-1.11,0.28,37620
-2.57,-1.04,0.35,37648
-2.57,-1.11,0.42,37677
-2.57,-1.18,0.28,37704
-2.57,-1.11,0.35,37733
-2.64,-1.11,0.28,37761
-2.57,-1.11,0.28,37788
-2.64,-1.11,0.35,37817
-2.57,-1.18,0.35,37844
-2.57,-1.11,0.28,37873
-2.57,-1.04,0.28,37901
-2.64,-1.04,0.35,37928
-2.57,-1.11,0.28,37957
-2.57,-1.04,0.28,37985
-2.5,-1.11,0.35,38013
-2.5,-1.11,0.35,38041
-2.71,-1.11,0.28,38070
-2.57,-1.04,0.35,38097
-2.64,-1.11,0.28,38125
-2.64,-1.11,0.35,38154
-2.64,-1.11,0.35,38181
-2.57,-1.04,0.28,38210
-2.57,-1.11,0.35,38238
-2.57,-1.04,0.28,38266
-2.64,-1.04,0.28,38294
-2.64,-1.04,0.28,38322
-2.5,-1.11,0.28,38350
-2.64,-1.04,0.35,38378
-2.57,-1.11,0.28,38407
-2.64,-1.11,0.28,38434
-2.57,-1.04,0.28,38462
-2.5,-1.18,0.21,38491
-2.57,-1.11,0.28,38518
-2.5,-1.04,0.35,38547
-2.71,-1.04,0.28,38575
-2.5,-1.11,0.35,38603
-2.57,-1.11,0.35,38631
-2.64,-0.97,0.35,38659
-2.5,-1.04,0.28,38687
-2.57,-1.11,0.35,38715
-2.57,-1.18,0.35,38744
-2.64,-1.18,0.21,38771
-2.57,-1.04,0.28,38800
-2.57,-1.11,0.28,38828
-2.57,-1.04,0.35,38855
-2.64,-1.11,0.35,38884
-2.57,-1.18,0.28,38912
-2.64,-1.11,0.35,38940
-2.64,-1.11,0.28,38968
-2.64,-1.11,0.28,38996
-2.57,-1.04,0.35,39024
-2.5,-1.04,0.35,39052
-2.64,-1.04,0.28,39080
-2.57,-1.11,0.28,39108
-2.57,-0.97,0.28,39137
-2.5,-1.11,0.28,39164
-2.5,-1.04,0.28,39192
-2.57,-1.11,0.35,39221
-2.57,-1.04,0.28,39248
-2.64,-1.11,0.28,39277
-2.57,-1.04,0.28,39305
-2.57,-1.11,0.35,39333
-2.57,-1.04,0.28,39361
-2.64,-1.11,0.35,39389
-2.64,-1.18,0.35,39417
-2.64,-1.04,0.28,39445
-2.64,-1.11,0.28,39474
-2.57,-1.04,0.35,39501
-2.43,-1.18,0.35,39530
-2.57,-1.11,0.28,39558
-2.64,-1.11,0.35,39585
-2.64,-1.04,0.28,39614
-2.5,-1.11,0.35,39642
-2.5,-1.04,0.35,39670
-2.64,-1.11,0.28,39698
-2.64,-1.18,0.42,39726
-2.57,-1.11,0.35,39754
-2.57,-1.11,0.28,39782
-2.64,-1.11,0.28,39811
-2.57,-1.18,0.28,39838
-2.57,-1.04,0.35,39867
-2.64,-1.11,0.35,39895
-2.5,-1.11,0.28,39922
-2.64,-1.04,0.35,39951
-2.57,-1.04,0.35,39979
-2.64,-1.11,0.35,40007
-2.57,-1.04,0.28,40035
-2.5,-1.11,0.35,40064
-2.57,-1.11,0.35,40091
-2.64,-1.04,0.28,40119
-2.57,-1.11,0.28,40147
-2.64,-1.04,0.28,40175
-2.64,-1.11,0.28,40204
-2.57,-1.11,0.35,40231
-2.57,-1.04,0.28,40259
-2.71,-1.04,0.28,40288
-2.57,-1.04,0.35,40315
-2.64,-1.11,0.35,40344
-2.64,-1.04,0.35,40372
-2.71,-1.04,0.35,40400
-2.57,-1.11,0.28,40428
-2.64,-1.04,0.28,40456
-2.57,-1.11,0.35,40484
-2.64,-1.04,0.35,40512
-2.64,-1.04,0.28,40541
-2.5,-1.11,0.35,40568
-2.64,-1.04,0.35,40597
-2.57,-1.11,0.42,40625
-2.57,-1.11,0.35,40652
-2.57,-1.11,0.21,40681
-2.5,-1.11,0.35,40709
-2.57,-1.04,0.35,40737
-2.64,-1.18,0.28,40765
-2.5,-1.11,0.21,40793
-2.64,-1.11,0.28,40821
-2.57,-1.04,0.35,40849
-2.64,-1.11,0.35,40878
-2.57,-1.11,0.21,40905
-2.57,-1.11,0.28,40934
-2.71,-1.11,0.35,40962
-2.64,-0.97,0.35,40989
-2.57,-1.11,0.28,41018
-2.5,-1.18,0.35,41046
-2.57,-1.04,0.28,41074
-2.64,-1.18,0.35,41102
-2.57,-1.04,0.28,41131
-2.64,-1.04,0.35,41158
-2.57,-1.25,0.28,41186
-2.57,-1.11,0.28,41214
-2.57,-1.11,0.21,41242
-2.71,-1.18,0.35,41271
-2.57,-1.11,0.35,41298
-2.64,-1.18,0.28,41327
-2.57,-1.11,0.35,41355
-2.5,-1.04,0.35,41382
-2.64,-1.04,0.35,41411
-2.57,-0.97,0.28,41439
-2.57,-1.04,0.35,41467
-2.57,-1.11,0.35,41495
-2.64,-1.11,0.28,41523
-2.57,-1.11,0.42,41551
-2.5,-1.04,0.35,41579
-2.64,-1.11,0.28,41608
-2.64,-1.04,0.35,41635
-2.64,-1.18,0.28,41664
-2.57,-1.18,0.35,41692
-2.57,-1.11,0.28,41719
-2.5,-1.18,0.35,41748
-2.64,-1.11,0.35,41776
-2.57,-1.04,0.28,41804
-2.5,-1.11,0.35,41832
-2.64,-0.97,0.35,41861
-2.57,-1.11,0.35,41888
-2.57,-1.11,0.28,41916
-2.43,-1.11,0.35,41945
-2.64,-1.11,0.35,41972
-2.64,-1.11,0.42,42001
-2.57,-1.11,0.35,42029
-2.64,-1.11,0.35,42056
-2.64,-1.11,0.42,42085
-2.64,-1.11,0.35,42113
-2.64,-1.04,0.42,42141
-2.57,-1.11,0.42,42169
-2.5,-1.04,0.42,42198
-2.64,-1.11,0.35,42225
-2.64,-1.04,0.28,42253
-2.64,-1.04,0.28,42281
-2.57,-1.18,0.35,42309
-2.5,-1.04,0.28,42338
-2.57,-1.11,0.35,42365
-2.5,-1.25,0.35,42394
-2.64,-1.04,0.35,42422
-2.64,-1.04,0.35,42449
-2.64,-1.04,0.35,42478
-2.64,-1.04,0.28,42506
-2.57,-0.97,0.35,42534
-2.64,-1.04,0.42,42562
-2.64,-1.11,0.35,42591
-2.64,-1.11,0.35,42618
-2.57,-1.11,0.28,42646
-2.71,-1.11,0.28,42675
-2.57,-1.18,0.35,42702
-2.57,-1.04,0.35,42731
-2.5,-1.11,0.28,42759
-2.57,-1.11,0.35,42786
-2.57,-1.11,0.42,42815
-2.64,-1.11,0.28,42843
-2.57,-1.11,0.42,42871
-2.57,-1.11,0.35,42899
-2.57,-1.04,0.35,42928
-2.57,-1.11,0.28,42955
-2.57,-1.11,0.35,42983
-2.57,-1.04,0.28,43012
-2.57,-1.04,0.35,43039
-2.5,-1.04,0.28,43068
-2.57,-1.11,0.35,43096
-2.64,-1.04,0.28,43124
-2.64,-1.11,0.28,43152
-2.57,-0.97,0.35,43180
-2.64,-1.04,0.28,43208
-2.57,-1.11,0.35,43236
-2.5,-1.04,0.35,43265
-2.57,-1.04,0.35,43292
-2.5,-1.04,0.21,43320
-2.57,-1.11,0.28,43348
-2.64,-1.18,0.35,43376
-2.64,-1.04,0.35,43405
-2.5,-1.11,0.35,43432
-2.64,-1.04,0.28,43461
-2.64,-1.04,0.28,43489
-2.64,-1.04,0.35,43516
-2.57,-1.11,0.35,43545
-2.57,-1.11,0.35,43573
-2.71,-1.11,0.35,43601
-2.57,-1.11,0.35,43629
-2.5,-1.18,0.28,43658
-2.57,-1.11,0.35,43685
-2.57,-1.18,0.35,43713
-2.57,-1.11,0.35,43742
-2.57,-1.11,0.21,43769
-2.57,-1.04,0.42,43798
-2.64,-1.18,0.28,43826
-2.57,-1.11,0.35,43853
-2.57,-1.04,0.28,43882
-2.64,-1.04,0.35,43910
-2.64,-1.04,0.28,43938
-2.64,-1.18,0.28,43966
-2.5,-1.04,0.28,43995
-2.57,-1.04,0.35,44022
-2.64,-1.11,0.28,44050
-2.64,-1.11,0.21,44079
-2.64,-1.04,0.28,44106
-2.5,-1.11,0.28,44135
-2.64,-1.04,0.35,44163
-2.5,-1.11,0.28,44191
-2.64,-1.11,0.28,44219
-2.64,-1.11,0.28,44247
-2.64,-1.18,0.35,44275
-2.57,-1.11,0.28,44303
-2.64,-1.04,0.28,44332
-2.64,-1.11,0.35,44359
-2.57,-1.18,0.42,44387
-2.57,-1.04,0.35,44416
-2.64,-1.11,0.28,44443
-2.5,-1.04,0.35,44472
-2.64,-1.04,0.35,44499
-2.5,-1.11,0.28,44528
-2.64,-1.04,0.35,44556
-2.5,-1.11,0.28,44583
-2.57,-1.18,0.28,44612
-2.57,-1.11,0.35,44640
-2.64,-1.11,0.28,44668
-2.57,-1.11,0.28,44696
-2.64,-1.04,0.28,44725
-2.64,-1.11,0.28,44752
-2.57,-1.11,0.28,44780
-2.57,-1.04,0.35,44809
-2.64,-1.04,0.35,44836
-2.64,-1.11,0.28,44865
-2.5,-1.11,0.35,44893
-2.5,-1.11,0.35,44921
-2.71,-1.11,0.35,44949
-2.43,-1.18,0.28,44977
-2.64,-1.04,0.35,45005
-2.5,-1.04,0.28,45033
-2.64,-1.04,0.35,45062
-2.5,-1.04,0.35,45089
-2.64,-1.04,0.42,45117
-2.71,-1.11,0.28,45146
-2.5,-1.11,0.35,45173
-2.64,-1.04,0.28,45202
-2.64,-1.11,0.35,45230
-2.57,-1.11,0.35,45258
-2.57,-1.11,0.35,45286
-2.57,-1.11,0.28,45314
-2.71,-1.11,0.35,45342
-2.57,-1.11,0.28,45370
-2.5,-1.11,0.35,45399
-2.64,-1.04,0.35,45426
-2.57,-1.11,0.35,45455
-2.57,-1.11,0.28,45483
-2.5,-1.04,0.21,45510
-2.71,-1.04,0.28,45539
-2.57,-1.11,0.28,45566
-2.57,-1.04,0.28,45595
-2.64,-1.18,0.35,45623
-2.64,-1.11,0.35,45650
